posicao,titulo,dataLeitura,ano,duracao,classificacao,nota
81,Mad Max,5/23/2024,1979,1h 28m,16,68
81,Mad Max,5/24/2024,1979,1h 28m,16,68
81,Mad Max,5/25/2024,1979,1h 28m,16,68
81,Mad Max,5/26/2024,1979,1h 28m,16,68
42,Mad Max,5/29/2024,1979,1h 28m,16,68
42,Mad Max,5/30/2024,1979,1h 28m,16,68
87,A Queda,5/21/2024,2022,1h 47m,12,64
87,A Queda,5/22/2024,2022,1h 47m,12,64
87,A Queda,5/23/2024,2022,1h 47m,12,64
87,A Queda,5/24/2024,2022,1h 47m,12,64
87,A Queda,5/25/2024,2022,1h 47m,12,64
87,A Queda,5/26/2024,2022,1h 47m,12,64
88,Instinto Materno,5/21/2024,2024,1h 34m,14,63
88,Instinto Materno,5/22/2024,2024,1h 34m,14,63
88,Instinto Materno,5/23/2024,2024,1h 34m,14,63
88,Instinto Materno,5/24/2024,2024,1h 34m,14,63
88,Instinto Materno,5/25/2024,2024,1h 34m,14,63
88,Instinto Materno,5/26/2024,2024,1h 34m,14,63
34,Instinto Materno,5/29/2024,2024,1h 34m,14,63
34,Instinto Materno,5/30/2024,2024,1h 34m,14,63
91,Srikanth,5/21/2024,2024,2h 14m,,81
91,Srikanth,5/22/2024,2024,2h 14m,,81
91,Srikanth,5/23/2024,2024,2h 14m,,81
91,Srikanth,5/24/2024,2024,2h 14m,,81
91,Srikanth,5/25/2024,2024,2h 14m,,81
91,Srikanth,5/26/2024,2024,2h 14m,,81
95,La mesita del comedor,5/21/2024,2022,1h 31m,16+,69
95,La mesita del comedor,5/22/2024,2022,1h 31m,16+,69
95,La mesita del comedor,5/23/2024,2022,1h 31m,16+,69
95,La mesita del comedor,5/24/2024,2022,1h 31m,16+,69
95,La mesita del comedor,5/25/2024,2022,1h 31m,16+,69
95,La mesita del comedor,5/26/2024,2022,1h 31m,16+,69
96,Loucuras de Verão,5/21/2024,1973,1h 50m,14,74
96,Loucuras de Verão,5/22/2024,1973,1h 50m,14,74
96,Loucuras de Verão,5/23/2024,1973,1h 50m,14,74
96,Loucuras de Verão,5/24/2024,1973,1h 50m,14,74
96,Loucuras de Verão,5/25/2024,1973,1h 50m,14,74
96,Loucuras de Verão,5/26/2024,1973,1h 50m,14,74
99,The Lord of the Rings: The War of the Rohirrim,5/21/2024,2024,2h 10m,,NULL
99,The Lord of the Rings: The War of the Rohirrim,5/22/2024,2024,2h 10m,,NULL
99,The Lord of the Rings: The War of the Rohirrim,5/23/2024,2024,2h 10m,,NULL
99,The Lord of the Rings: The War of the Rohirrim,5/24/2024,2024,2h 10m,,NULL
99,The Lord of the Rings: The War of the Rohirrim,5/25/2024,2024,2h 10m,,NULL
99,The Lord of the Rings: The War of the Rohirrim,5/26/2024,2024,2h 10m,,NULL
21,The Substance,5/29/2024,2024,2h 20m,R,80
21,The Substance,5/30/2024,2024,2h 20m,R,80
22,The Apprentice,5/29/2024,2024,2h,,NULL
22,The Apprentice,5/30/2024,2024,2h,,NULL
29,Emilia Perez,5/29/2024,2024,2h 10m,,72
29,Emilia Perez,5/30/2024,2024,2h 10m,,72
31,Trigger Warning,5/29/2024,2024,1h 46m,,NULL
31,Trigger Warning,5/30/2024,2024,1h 46m,,NULL
33,"Thelma, O Unicórnio",5/29/2024,2024,1h 33m,PG,58
33,"Thelma, O Unicórnio",5/30/2024,2024,1h 33m,PG,58
36,Um Pequeno Favor,5/29/2024,2018,1h 57m,16,68
36,Um Pequeno Favor,5/30/2024,2018,1h 57m,16,68
37,Paranóia,5/29/2024,2007,1h 45m,14,68
37,Paranóia,5/30/2024,2007,1h 45m,14,68
39,Vínculo Mortal,5/29/2024,2024,1h 41m,R,NULL
39,Vínculo Mortal,5/30/2024,2024,1h 41m,R,NULL
54,Os Fantasmas se Divertem,5/29/2024,1988,1h 32m,Livre,75
54,Os Fantasmas se Divertem,5/30/2024,1988,1h 32m,Livre,75
58,Mad Max 2: A Caçada Continua,5/29/2024,1981,1h 36m,16,76
58,Mad Max 2: A Caçada Continua,5/30/2024,1981,1h 36m,16,76
63,Um Tira da Pesada 4: Axel Foley,5/29/2024,2024,1h 55m,R,NULL
63,Um Tira da Pesada 4: Axel Foley,5/30/2024,2024,1h 55m,R,NULL
67,Upgrade: Atualização,5/29/2024,2018,1h 40m,16,75
67,Upgrade: Atualização,5/30/2024,2018,1h 40m,16,75
78,The Smashing Machine,5/29/2024,2025,,,NULL
78,The Smashing Machine,5/30/2024,2025,,,NULL
82,The Blue Angels,5/29/2024,2024,1h 33m,Livre,74
82,The Blue Angels,5/30/2024,2024,1h 33m,Livre,74
86,Ela,5/29/2024,2013,2h 6m,14,80
86,Ela,5/30/2024,2013,2h 6m,14,80
88,Convite Maldito,5/29/2024,2022,1h 45m,14,53
88,Convite Maldito,5/30/2024,2022,1h 45m,14,53
89,Golden Kamuy,5/29/2024,2024,2h 7m,,64
89,Golden Kamuy,5/30/2024,2024,2h 7m,,64
92,Anora,5/29/2024,2024,2h 19m,,79
92,Anora,5/30/2024,2024,2h 19m,,79
93,The Surfer,5/29/2024,2024,1h 39m,,73
93,The Surfer,5/30/2024,2024,1h 39m,,73
94,Clube dos Vândalos,5/29/2024,2023,1h 56m,16,76
94,Clube dos Vândalos,5/30/2024,2023,1h 56m,16,76
95,Mad Max: Além da Cúpula do Trovão,5/29/2024,1985,1h 47m,14,62
95,Mad Max: Além da Cúpula do Trovão,5/30/2024,1985,1h 47m,14,62
