posicao,titulo,dataLeitura,ano,duracao,classificacao,nota
39,Article 370,5/3/2024,2024,2h 38m,,81
93,Article 370,5/6/2024,2024,2h 38m,,81
93,Article 370,5/7/2024,2024,2h 38m,,81
93,Article 370,5/8/2024,2024,2h 38m,,81
93,Article 370,5/9/2024,2024,2h 38m,,81
93,Article 370,5/11/2024,2024,2h 38m,,81
46,Patos!,4/29/2024,2023,1h 23m,Livre,67
46,Patos!,4/30/2024,2023,1h 23m,Livre,67
46,Patos!,5/2/2024,2023,1h 23m,Livre,67
46,Patos!,5/3/2024,2023,1h 23m,Livre,67
80,Patos!,5/6/2024,2023,1h 23m,Livre,67
80,Patos!,5/7/2024,2023,1h 23m,Livre,67
80,Patos!,5/8/2024,2023,1h 23m,Livre,67
80,Patos!,5/9/2024,2023,1h 23m,Livre,67
80,Patos!,5/11/2024,2023,1h 23m,Livre,67
48,Unsung Hero,4/29/2024,2024,1h 52m,PG,79
48,Unsung Hero,4/30/2024,2024,1h 52m,PG,79
48,Unsung Hero,5/2/2024,2024,1h 52m,PG,79
48,Unsung Hero,5/3/2024,2024,1h 52m,PG,79
30,Unsung Hero,5/6/2024,2024,1h 52m,PG,79
30,Unsung Hero,5/7/2024,2024,1h 52m,PG,79
30,Unsung Hero,5/8/2024,2024,1h 52m,PG,79
30,Unsung Hero,5/9/2024,2024,1h 52m,PG,79
30,Unsung Hero,5/11/2024,2024,1h 52m,PG,79
65,Unsung Hero,5/13/2024,2024,1h 52m,PG,79
65,Unsung Hero,5/14/2024,2024,1h 52m,PG,79
65,Unsung Hero,5/15/2024,2024,1h 52m,PG,79
65,Unsung Hero,5/16/2024,2024,1h 52m,PG,79
65,Unsung Hero,5/17/2024,2024,1h 52m,PG,79
65,Unsung Hero,5/18/2024,2024,1h 52m,PG,79
65,Unsung Hero,5/19/2024,2024,1h 52m,PG,79
84,Unsung Hero,5/21/2024,2024,1h 52m,PG,79
84,Unsung Hero,5/22/2024,2024,1h 52m,PG,79
84,Unsung Hero,5/23/2024,2024,1h 52m,PG,79
84,Unsung Hero,5/24/2024,2024,1h 52m,PG,79
84,Unsung Hero,5/25/2024,2024,1h 52m,PG,79
84,Unsung Hero,5/26/2024,2024,1h 52m,PG,79
52,Asphalt City,4/29/2024,2023,2h 5m,R,61
52,Asphalt City,4/30/2024,2023,2h 5m,R,61
52,Asphalt City,5/2/2024,2023,2h 5m,R,61
52,Asphalt City,5/3/2024,2023,2h 5m,R,61
61,Humane,4/29/2024,2024,1h 33m,R,53
61,Humane,4/30/2024,2024,1h 33m,R,53
61,Humane,5/2/2024,2024,1h 33m,R,53
61,Humane,5/3/2024,2024,1h 33m,R,53
35,Humane,5/6/2024,2024,1h 33m,R,53
35,Humane,5/7/2024,2024,1h 33m,R,53
35,Humane,5/8/2024,2024,1h 33m,R,53
35,Humane,5/9/2024,2024,1h 33m,R,53
35,Humane,5/11/2024,2024,1h 33m,R,53
69,"Jovens, Loucos e Rebeldes",4/29/2024,1993,1h 43m,14,76
69,"Jovens, Loucos e Rebeldes",4/30/2024,1993,1h 43m,14,76
69,"Jovens, Loucos e Rebeldes",5/2/2024,1993,1h 43m,14,76
69,"Jovens, Loucos e Rebeldes",5/3/2024,1993,1h 43m,14,76
74,Apocalypse Now,4/29/2024,1979,2h 27m,16,84
74,Apocalypse Now,4/30/2024,1979,2h 27m,16,84
74,Apocalypse Now,5/2/2024,1979,2h 27m,16,84
74,Apocalypse Now,5/3/2024,1979,2h 27m,16,84
76,Uma Ideia de Você,4/29/2024,2024,1h 55m,R,61
76,Uma Ideia de Você,4/30/2024,2024,1h 55m,R,61
76,Uma Ideia de Você,5/2/2024,2024,1h 55m,R,61
76,Uma Ideia de Você,5/3/2024,2024,1h 55m,R,61
3,Uma Ideia de Você,5/6/2024,2024,1h 55m,R,61
3,Uma Ideia de Você,5/7/2024,2024,1h 55m,R,61
3,Uma Ideia de Você,5/8/2024,2024,1h 55m,R,61
3,Uma Ideia de Você,5/9/2024,2024,1h 55m,R,61
3,Uma Ideia de Você,5/11/2024,2024,1h 55m,R,61
1,Uma Ideia de Você,5/13/2024,2024,1h 55m,R,61
1,Uma Ideia de Você,5/14/2024,2024,1h 55m,R,61
1,Uma Ideia de Você,5/15/2024,2024,1h 55m,R,61
1,Uma Ideia de Você,5/16/2024,2024,1h 55m,R,61
1,Uma Ideia de Você,5/17/2024,2024,1h 55m,R,61
1,Uma Ideia de Você,5/18/2024,2024,1h 55m,R,61
1,Uma Ideia de Você,5/19/2024,2024,1h 55m,R,61
5,Uma Ideia de Você,5/21/2024,2024,1h 55m,R,61
5,Uma Ideia de Você,5/22/2024,2024,1h 55m,R,61
5,Uma Ideia de Você,5/23/2024,2024,1h 55m,R,61
5,Uma Ideia de Você,5/24/2024,2024,1h 55m,R,61
5,Uma Ideia de Você,5/25/2024,2024,1h 55m,R,61
5,Uma Ideia de Você,5/26/2024,2024,1h 55m,R,61
13,Uma Ideia de Você,5/29/2024,2024,1h 55m,R,61
13,Uma Ideia de Você,5/30/2024,2024,1h 55m,R,61
80,Men: Faces do Medo,4/29/2024,2022,1h 40m,16,61
80,Men: Faces do Medo,4/30/2024,2022,1h 40m,16,61
80,Men: Faces do Medo,5/2/2024,2022,1h 40m,16,61
80,Men: Faces do Medo,5/3/2024,2022,1h 40m,16,61
81,Liga da Justiça: Crise nas Infinitas Terras - Parte Dois,4/29/2024,2024,1h 34m,12,56
81,Liga da Justiça: Crise nas Infinitas Terras - Parte Dois,4/30/2024,2024,1h 34m,12,56
81,Liga da Justiça: Crise nas Infinitas Terras - Parte Dois,5/2/2024,2024,1h 34m,12,56
81,Liga da Justiça: Crise nas Infinitas Terras - Parte Dois,5/3/2024,2024,1h 34m,12,56
84,Mad Max: Estrada da Fúria,4/29/2024,2015,2h,16,81
84,Mad Max: Estrada da Fúria,4/30/2024,2015,2h,16,81
84,Mad Max: Estrada da Fúria,5/2/2024,2015,2h,16,81
84,Mad Max: Estrada da Fúria,5/3/2024,2015,2h,16,81
60,Mad Max: Estrada da Fúria,5/6/2024,2015,2h,16,81
60,Mad Max: Estrada da Fúria,5/7/2024,2015,2h,16,81
60,Mad Max: Estrada da Fúria,5/8/2024,2015,2h,16,81
60,Mad Max: Estrada da Fúria,5/9/2024,2015,2h,16,81
60,Mad Max: Estrada da Fúria,5/11/2024,2015,2h,16,81
48,Mad Max: Estrada da Fúria,5/13/2024,2015,2h,16,81
48,Mad Max: Estrada da Fúria,5/14/2024,2015,2h,16,81
48,Mad Max: Estrada da Fúria,5/15/2024,2015,2h,16,81
48,Mad Max: Estrada da Fúria,5/16/2024,2015,2h,16,81
48,Mad Max: Estrada da Fúria,5/17/2024,2015,2h,16,81
48,Mad Max: Estrada da Fúria,5/18/2024,2015,2h,16,81
48,Mad Max: Estrada da Fúria,5/19/2024,2015,2h,16,81
27,Mad Max: Estrada da Fúria,5/21/2024,2015,2h,16,81
27,Mad Max: Estrada da Fúria,5/22/2024,2015,2h,16,81
27,Mad Max: Estrada da Fúria,5/23/2024,2015,2h,16,81
27,Mad Max: Estrada da Fúria,5/24/2024,2015,2h,16,81
27,Mad Max: Estrada da Fúria,5/25/2024,2015,2h,16,81
27,Mad Max: Estrada da Fúria,5/26/2024,2015,2h,16,81
9,Mad Max: Estrada da Fúria,5/29/2024,2015,2h,16,81
9,Mad Max: Estrada da Fúria,5/30/2024,2015,2h,16,81
86,Deadpool,4/29/2024,2016,1h 48m,16,80
86,Deadpool,4/30/2024,2016,1h 48m,16,80
86,Deadpool,5/2/2024,2016,1h 48m,16,80
86,Deadpool,5/3/2024,2016,1h 48m,16,80
88,Os Mercenários 4,4/29/2024,2023,1h 43m,18,48
88,Os Mercenários 4,4/30/2024,2023,1h 43m,18,48
88,Os Mercenários 4,5/2/2024,2023,1h 43m,18,48
88,Os Mercenários 4,5/3/2024,2023,1h 43m,18,48
92,Blood for Dust,4/29/2024,2023,1h 38m,R,54
92,Blood for Dust,4/30/2024,2023,1h 38m,R,54
92,Blood for Dust,5/2/2024,2023,1h 38m,R,54
92,Blood for Dust,5/3/2024,2023,1h 38m,R,54
94,Sociedade dos Poetas Mortos,4/29/2024,1989,2h 8m,12,81
94,Sociedade dos Poetas Mortos,4/30/2024,1989,2h 8m,12,81
94,Sociedade dos Poetas Mortos,5/2/2024,1989,2h 8m,12,81
94,Sociedade dos Poetas Mortos,5/3/2024,1989,2h 8m,12,81
95,Borderlands,4/29/2024,2024,1h 42m,,NULL
95,Borderlands,4/30/2024,2024,1h 42m,,NULL
95,Borderlands,5/2/2024,2024,1h 42m,,NULL
95,Borderlands,5/3/2024,2024,1h 42m,,NULL
96,Planeta dos Macacos: A Guerra,4/29/2024,2017,2h 20m,14,74
96,Planeta dos Macacos: A Guerra,4/30/2024,2017,2h 20m,14,74
96,Planeta dos Macacos: A Guerra,5/2/2024,2017,2h 20m,14,74
96,Planeta dos Macacos: A Guerra,5/3/2024,2017,2h 20m,14,74
64,Planeta dos Macacos: A Guerra,5/6/2024,2017,2h 20m,14,74
64,Planeta dos Macacos: A Guerra,5/7/2024,2017,2h 20m,14,74
64,Planeta dos Macacos: A Guerra,5/8/2024,2017,2h 20m,14,74
64,Planeta dos Macacos: A Guerra,5/9/2024,2017,2h 20m,14,74
64,Planeta dos Macacos: A Guerra,5/11/2024,2017,2h 20m,14,74
23,Planeta dos Macacos: A Guerra,5/13/2024,2017,2h 20m,14,74
23,Planeta dos Macacos: A Guerra,5/14/2024,2017,2h 20m,14,74
23,Planeta dos Macacos: A Guerra,5/15/2024,2017,2h 20m,14,74
23,Planeta dos Macacos: A Guerra,5/16/2024,2017,2h 20m,14,74
23,Planeta dos Macacos: A Guerra,5/17/2024,2017,2h 20m,14,74
23,Planeta dos Macacos: A Guerra,5/18/2024,2017,2h 20m,14,74
23,Planeta dos Macacos: A Guerra,5/19/2024,2017,2h 20m,14,74
22,Planeta dos Macacos: A Guerra,5/21/2024,2017,2h 20m,14,74
22,Planeta dos Macacos: A Guerra,5/22/2024,2017,2h 20m,14,74
22,Planeta dos Macacos: A Guerra,5/23/2024,2017,2h 20m,14,74
22,Planeta dos Macacos: A Guerra,5/24/2024,2017,2h 20m,14,74
22,Planeta dos Macacos: A Guerra,5/25/2024,2017,2h 20m,14,74
22,Planeta dos Macacos: A Guerra,5/26/2024,2017,2h 20m,14,74
40,Planeta dos Macacos: A Guerra,5/29/2024,2017,2h 20m,14,74
40,Planeta dos Macacos: A Guerra,5/30/2024,2017,2h 20m,14,74
99,Trem-Bala,4/29/2024,2022,2h 7m,16,73
99,Trem-Bala,4/30/2024,2022,2h 7m,16,73
99,Trem-Bala,5/2/2024,2022,2h 7m,16,73
99,Trem-Bala,5/3/2024,2022,2h 7m,16,73
66,Trem-Bala,5/6/2024,2022,2h 7m,16,73
66,Trem-Bala,5/7/2024,2022,2h 7m,16,73
66,Trem-Bala,5/8/2024,2022,2h 7m,16,73
66,Trem-Bala,5/9/2024,2022,2h 7m,16,73
66,Trem-Bala,5/11/2024,2022,2h 7m,16,73
30,Trem-Bala,5/13/2024,2022,2h 7m,16,73
30,Trem-Bala,5/14/2024,2022,2h 7m,16,73
30,Trem-Bala,5/15/2024,2022,2h 7m,16,73
30,Trem-Bala,5/16/2024,2022,2h 7m,16,73
30,Trem-Bala,5/17/2024,2022,2h 7m,16,73
30,Trem-Bala,5/18/2024,2022,2h 7m,16,73
30,Trem-Bala,5/19/2024,2022,2h 7m,16,73
48,Trem-Bala,5/21/2024,2022,2h 7m,16,73
48,Trem-Bala,5/22/2024,2022,2h 7m,16,73
48,Trem-Bala,5/23/2024,2022,2h 7m,16,73
48,Trem-Bala,5/24/2024,2022,2h 7m,16,73
48,Trem-Bala,5/25/2024,2022,2h 7m,16,73
48,Trem-Bala,5/26/2024,2022,2h 7m,16,73
66,Trem-Bala,5/29/2024,2022,2h 7m,16,73
66,Trem-Bala,5/30/2024,2022,2h 7m,16,73
100,Alien - O 8º Passageiro,4/29/2024,1979,1h 57m,14,85
100,Alien - O 8º Passageiro,4/30/2024,1979,1h 57m,14,85
100,Alien - O 8º Passageiro,5/2/2024,1979,1h 57m,14,85
100,Alien - O 8º Passageiro,5/3/2024,1979,1h 57m,14,85
62,Alien - O 8º Passageiro,5/6/2024,1979,1h 57m,14,85
62,Alien - O 8º Passageiro,5/7/2024,1979,1h 57m,14,85
62,Alien - O 8º Passageiro,5/8/2024,1979,1h 57m,14,85
62,Alien - O 8º Passageiro,5/9/2024,1979,1h 57m,14,85
62,Alien - O 8º Passageiro,5/11/2024,1979,1h 57m,14,85
8,A Batalha do Biscoito Pop-Tart,5/6/2024,2024,1h 33m,12,56
8,A Batalha do Biscoito Pop-Tart,5/7/2024,2024,1h 33m,12,56
8,A Batalha do Biscoito Pop-Tart,5/8/2024,2024,1h 33m,12,56
8,A Batalha do Biscoito Pop-Tart,5/9/2024,2024,1h 33m,12,56
8,A Batalha do Biscoito Pop-Tart,5/11/2024,2024,1h 33m,12,56
3,A Batalha do Biscoito Pop-Tart,5/13/2024,2024,1h 33m,12,56
3,A Batalha do Biscoito Pop-Tart,5/14/2024,2024,1h 33m,12,56
3,A Batalha do Biscoito Pop-Tart,5/15/2024,2024,1h 33m,12,56
3,A Batalha do Biscoito Pop-Tart,5/16/2024,2024,1h 33m,12,56
3,A Batalha do Biscoito Pop-Tart,5/17/2024,2024,1h 33m,12,56
3,A Batalha do Biscoito Pop-Tart,5/18/2024,2024,1h 33m,12,56
3,A Batalha do Biscoito Pop-Tart,5/19/2024,2024,1h 33m,12,56
13,A Batalha do Biscoito Pop-Tart,5/21/2024,2024,1h 33m,12,56
13,A Batalha do Biscoito Pop-Tart,5/22/2024,2024,1h 33m,12,56
13,A Batalha do Biscoito Pop-Tart,5/23/2024,2024,1h 33m,12,56
13,A Batalha do Biscoito Pop-Tart,5/24/2024,2024,1h 33m,12,56
13,A Batalha do Biscoito Pop-Tart,5/25/2024,2024,1h 33m,12,56
13,A Batalha do Biscoito Pop-Tart,5/26/2024,2024,1h 33m,12,56
30,A Batalha do Biscoito Pop-Tart,5/29/2024,2024,1h 33m,12,56
30,A Batalha do Biscoito Pop-Tart,5/30/2024,2024,1h 33m,12,56
9,Mufasa: O Rei Leão,5/6/2024,2024,,,NULL
9,Mufasa: O Rei Leão,5/7/2024,2024,,,NULL
9,Mufasa: O Rei Leão,5/8/2024,2024,,,NULL
9,Mufasa: O Rei Leão,5/9/2024,2024,,,NULL
9,Mufasa: O Rei Leão,5/11/2024,2024,,,NULL
20,Troca Surpresa,5/6/2024,2023,2h 2m,12,85
20,Troca Surpresa,5/7/2024,2023,2h 2m,12,85
20,Troca Surpresa,5/8/2024,2023,2h 2m,12,85
20,Troca Surpresa,5/9/2024,2023,2h 2m,12,85
20,Troca Surpresa,5/11/2024,2023,2h 2m,12,85
21,Troca Surpresa,5/13/2024,2023,2h 2m,12,85
21,Troca Surpresa,5/14/2024,2023,2h 2m,12,85
21,Troca Surpresa,5/15/2024,2023,2h 2m,12,85
21,Troca Surpresa,5/16/2024,2023,2h 2m,12,85
21,Troca Surpresa,5/17/2024,2023,2h 2m,12,85
21,Troca Surpresa,5/18/2024,2023,2h 2m,12,85
21,Troca Surpresa,5/19/2024,2023,2h 2m,12,85
30,Troca Surpresa,5/21/2024,2023,2h 2m,12,85
30,Troca Surpresa,5/22/2024,2023,2h 2m,12,85
30,Troca Surpresa,5/23/2024,2023,2h 2m,12,85
30,Troca Surpresa,5/24/2024,2023,2h 2m,12,85
30,Troca Surpresa,5/25/2024,2023,2h 2m,12,85
30,Troca Surpresa,5/26/2024,2023,2h 2m,12,85
41,Troca Surpresa,5/29/2024,2023,2h 2m,12,85
41,Troca Surpresa,5/30/2024,2023,2h 2m,12,85
28,Na Terra de Santos e Pecadores,5/6/2024,2023,1h 46m,R,63
28,Na Terra de Santos e Pecadores,5/7/2024,2023,1h 46m,R,63
28,Na Terra de Santos e Pecadores,5/8/2024,2023,1h 46m,R,63
28,Na Terra de Santos e Pecadores,5/9/2024,2023,1h 46m,R,63
28,Na Terra de Santos e Pecadores,5/11/2024,2023,1h 46m,R,63
62,Na Terra de Santos e Pecadores,5/13/2024,2023,1h 46m,R,63
62,Na Terra de Santos e Pecadores,5/14/2024,2023,1h 46m,R,63
62,Na Terra de Santos e Pecadores,5/15/2024,2023,1h 46m,R,63
62,Na Terra de Santos e Pecadores,5/16/2024,2023,1h 46m,R,63
62,Na Terra de Santos e Pecadores,5/17/2024,2023,1h 46m,R,63
62,Na Terra de Santos e Pecadores,5/18/2024,2023,1h 46m,R,63
62,Na Terra de Santos e Pecadores,5/19/2024,2023,1h 46m,R,63
37,O Tarô da Morte,5/6/2024,2024,1h 32m,14,50
37,O Tarô da Morte,5/7/2024,2024,1h 32m,14,50
37,O Tarô da Morte,5/8/2024,2024,1h 32m,14,50
37,O Tarô da Morte,5/9/2024,2024,1h 32m,14,50
37,O Tarô da Morte,5/11/2024,2024,1h 32m,14,50
26,O Tarô da Morte,5/13/2024,2024,1h 32m,14,50
26,O Tarô da Morte,5/14/2024,2024,1h 32m,14,50
26,O Tarô da Morte,5/15/2024,2024,1h 32m,14,50
26,O Tarô da Morte,5/16/2024,2024,1h 32m,14,50
26,O Tarô da Morte,5/17/2024,2024,1h 32m,14,50
26,O Tarô da Morte,5/18/2024,2024,1h 32m,14,50
26,O Tarô da Morte,5/19/2024,2024,1h 32m,14,50
41,O Tarô da Morte,5/21/2024,2024,1h 32m,14,50
41,O Tarô da Morte,5/22/2024,2024,1h 32m,14,50
41,O Tarô da Morte,5/23/2024,2024,1h 32m,14,50
41,O Tarô da Morte,5/24/2024,2024,1h 32m,14,50
41,O Tarô da Morte,5/25/2024,2024,1h 32m,14,50
41,O Tarô da Morte,5/26/2024,2024,1h 32m,14,50
65,O Tarô da Morte,5/29/2024,2024,1h 32m,14,50
65,O Tarô da Morte,5/30/2024,2024,1h 32m,14,50
44,O Juiz,5/6/2024,2014,2h 21m,12,74
44,O Juiz,5/7/2024,2014,2h 21m,12,74
44,O Juiz,5/8/2024,2014,2h 21m,12,74
44,O Juiz,5/9/2024,2014,2h 21m,12,74
44,O Juiz,5/11/2024,2014,2h 21m,12,74
16,O Juiz,5/13/2024,2014,2h 21m,12,74
16,O Juiz,5/14/2024,2014,2h 21m,12,74
16,O Juiz,5/15/2024,2014,2h 21m,12,74
16,O Juiz,5/16/2024,2014,2h 21m,12,74
16,O Juiz,5/17/2024,2014,2h 21m,12,74
16,O Juiz,5/18/2024,2014,2h 21m,12,74
16,O Juiz,5/19/2024,2014,2h 21m,12,74
36,O Juiz,5/21/2024,2014,2h 21m,12,74
36,O Juiz,5/22/2024,2014,2h 21m,12,74
36,O Juiz,5/23/2024,2014,2h 21m,12,74
36,O Juiz,5/24/2024,2014,2h 21m,12,74
36,O Juiz,5/25/2024,2014,2h 21m,12,74
36,O Juiz,5/26/2024,2014,2h 21m,12,74
71,O Juiz,5/29/2024,2014,2h 21m,12,74
71,O Juiz,5/30/2024,2014,2h 21m,12,74
47,Infestação,5/6/2024,2023,1h 46m,,65
47,Infestação,5/7/2024,2023,1h 46m,,65
47,Infestação,5/8/2024,2023,1h 46m,,65
47,Infestação,5/9/2024,2023,1h 46m,,65
47,Infestação,5/11/2024,2023,1h 46m,,65
98,Infestação,5/13/2024,2023,1h 46m,,65
98,Infestação,5/14/2024,2023,1h 46m,,65
98,Infestação,5/15/2024,2023,1h 46m,,65
98,Infestação,5/16/2024,2023,1h 46m,,65
98,Infestação,5/17/2024,2023,1h 46m,,65
98,Infestação,5/18/2024,2023,1h 46m,,65
98,Infestação,5/19/2024,2023,1h 46m,,65
48,City Hunter,5/6/2024,2024,1h 42m,16,64
48,City Hunter,5/7/2024,2024,1h 42m,16,64
48,City Hunter,5/8/2024,2024,1h 42m,16,64
48,City Hunter,5/9/2024,2024,1h 42m,16,64
48,City Hunter,5/11/2024,2024,1h 42m,16,64
49,Tartarugas Até Lá Embaixo,5/6/2024,2024,1h 51m,PG-13,68
49,Tartarugas Até Lá Embaixo,5/7/2024,2024,1h 51m,PG-13,68
49,Tartarugas Até Lá Embaixo,5/8/2024,2024,1h 51m,PG-13,68
49,Tartarugas Até Lá Embaixo,5/9/2024,2024,1h 51m,PG-13,68
49,Tartarugas Até Lá Embaixo,5/11/2024,2024,1h 51m,PG-13,68
32,Tartarugas Até Lá Embaixo,5/13/2024,2024,1h 51m,PG-13,68
32,Tartarugas Até Lá Embaixo,5/14/2024,2024,1h 51m,PG-13,68
32,Tartarugas Até Lá Embaixo,5/15/2024,2024,1h 51m,PG-13,68
32,Tartarugas Até Lá Embaixo,5/16/2024,2024,1h 51m,PG-13,68
32,Tartarugas Até Lá Embaixo,5/17/2024,2024,1h 51m,PG-13,68
32,Tartarugas Até Lá Embaixo,5/18/2024,2024,1h 51m,PG-13,68
32,Tartarugas Até Lá Embaixo,5/19/2024,2024,1h 51m,PG-13,68
71,Tartarugas Até Lá Embaixo,5/21/2024,2024,1h 51m,PG-13,68
71,Tartarugas Até Lá Embaixo,5/22/2024,2024,1h 51m,PG-13,68
71,Tartarugas Até Lá Embaixo,5/23/2024,2024,1h 51m,PG-13,68
71,Tartarugas Até Lá Embaixo,5/24/2024,2024,1h 51m,PG-13,68
71,Tartarugas Até Lá Embaixo,5/25/2024,2024,1h 51m,PG-13,68
71,Tartarugas Até Lá Embaixo,5/26/2024,2024,1h 51m,PG-13,68
59,Cash Out,5/6/2024,2024,1h 32m,R,46
59,Cash Out,5/7/2024,2024,1h 32m,R,46
59,Cash Out,5/8/2024,2024,1h 32m,R,46
59,Cash Out,5/9/2024,2024,1h 32m,R,46
59,Cash Out,5/11/2024,2024,1h 32m,R,46
65,Cabrini,5/6/2024,2024,2h 22m,PG-13,77
65,Cabrini,5/7/2024,2024,2h 22m,PG-13,77
65,Cabrini,5/8/2024,2024,2h 22m,PG-13,77
65,Cabrini,5/9/2024,2024,2h 22m,PG-13,77
65,Cabrini,5/11/2024,2024,2h 22m,PG-13,77
68,Garfield - Fora de Casa,5/6/2024,2024,1h 41m,Livre,63
68,Garfield - Fora de Casa,5/7/2024,2024,1h 41m,Livre,63
68,Garfield - Fora de Casa,5/8/2024,2024,1h 41m,Livre,63
68,Garfield - Fora de Casa,5/9/2024,2024,1h 41m,Livre,63
68,Garfield - Fora de Casa,5/11/2024,2024,1h 41m,Livre,63
49,Garfield - Fora de Casa,5/13/2024,2024,1h 41m,Livre,63
49,Garfield - Fora de Casa,5/14/2024,2024,1h 41m,Livre,63
49,Garfield - Fora de Casa,5/15/2024,2024,1h 41m,Livre,63
49,Garfield - Fora de Casa,5/16/2024,2024,1h 41m,Livre,63
49,Garfield - Fora de Casa,5/17/2024,2024,1h 41m,Livre,63
49,Garfield - Fora de Casa,5/18/2024,2024,1h 41m,Livre,63
49,Garfield - Fora de Casa,5/19/2024,2024,1h 41m,Livre,63
43,Garfield - Fora de Casa,5/21/2024,2024,1h 41m,Livre,63
43,Garfield - Fora de Casa,5/22/2024,2024,1h 41m,Livre,63
43,Garfield - Fora de Casa,5/23/2024,2024,1h 41m,Livre,63
43,Garfield - Fora de Casa,5/24/2024,2024,1h 41m,Livre,63
43,Garfield - Fora de Casa,5/25/2024,2024,1h 41m,Livre,63
43,Garfield - Fora de Casa,5/26/2024,2024,1h 41m,Livre,63
26,Garfield - Fora de Casa,5/29/2024,2024,1h 41m,Livre,63
26,Garfield - Fora de Casa,5/30/2024,2024,1h 41m,Livre,63
72,It Ends with Us,5/6/2024,2024,,,NULL
72,It Ends with Us,5/7/2024,2024,,,NULL
72,It Ends with Us,5/8/2024,2024,,,NULL
72,It Ends with Us,5/9/2024,2024,,,NULL
72,It Ends with Us,5/11/2024,2024,,,NULL
29,It Ends with Us,5/21/2024,2024,,,NULL
29,It Ends with Us,5/22/2024,2024,,,NULL
29,It Ends with Us,5/23/2024,2024,,,NULL
29,It Ends with Us,5/24/2024,2024,,,NULL
29,It Ends with Us,5/25/2024,2024,,,NULL
29,It Ends with Us,5/26/2024,2024,,,NULL
60,It Ends with Us,5/29/2024,2024,,,NULL
60,It Ends with Us,5/30/2024,2024,,,NULL
76,Planeta dos Macacos,5/6/2024,2001,2h,12,57
76,Planeta dos Macacos,5/7/2024,2001,2h,12,57
76,Planeta dos Macacos,5/8/2024,2001,2h,12,57
76,Planeta dos Macacos,5/9/2024,2001,2h,12,57
76,Planeta dos Macacos,5/11/2024,2001,2h,12,57
35,Planeta dos Macacos,5/13/2024,2001,2h,12,57
35,Planeta dos Macacos,5/14/2024,2001,2h,12,57
35,Planeta dos Macacos,5/15/2024,2001,2h,12,57
35,Planeta dos Macacos,5/16/2024,2001,2h,12,57
35,Planeta dos Macacos,5/17/2024,2001,2h,12,57
35,Planeta dos Macacos,5/18/2024,2001,2h,12,57
35,Planeta dos Macacos,5/19/2024,2001,2h,12,57
23,Planeta dos Macacos,5/21/2024,2001,2h,12,57
23,Planeta dos Macacos,5/22/2024,2001,2h,12,57
23,Planeta dos Macacos,5/23/2024,2001,2h,12,57
23,Planeta dos Macacos,5/24/2024,2001,2h,12,57
23,Planeta dos Macacos,5/25/2024,2001,2h,12,57
23,Planeta dos Macacos,5/26/2024,2001,2h,12,57
48,Planeta dos Macacos,5/29/2024,2001,2h,12,57
48,Planeta dos Macacos,5/30/2024,2001,2h,12,57
87,Planeta dos Macacos: A Origem,5/6/2024,2011,1h 45m,12,76
87,Planeta dos Macacos: A Origem,5/7/2024,2011,1h 45m,12,76
87,Planeta dos Macacos: A Origem,5/8/2024,2011,1h 45m,12,76
87,Planeta dos Macacos: A Origem,5/9/2024,2011,1h 45m,12,76
87,Planeta dos Macacos: A Origem,5/11/2024,2011,1h 45m,12,76
33,Planeta dos Macacos: A Origem,5/13/2024,2011,1h 45m,12,76
33,Planeta dos Macacos: A Origem,5/14/2024,2011,1h 45m,12,76
33,Planeta dos Macacos: A Origem,5/15/2024,2011,1h 45m,12,76
33,Planeta dos Macacos: A Origem,5/16/2024,2011,1h 45m,12,76
33,Planeta dos Macacos: A Origem,5/17/2024,2011,1h 45m,12,76
33,Planeta dos Macacos: A Origem,5/18/2024,2011,1h 45m,12,76
33,Planeta dos Macacos: A Origem,5/19/2024,2011,1h 45m,12,76
24,Planeta dos Macacos: A Origem,5/21/2024,2011,1h 45m,12,76
24,Planeta dos Macacos: A Origem,5/22/2024,2011,1h 45m,12,76
24,Planeta dos Macacos: A Origem,5/23/2024,2011,1h 45m,12,76
24,Planeta dos Macacos: A Origem,5/24/2024,2011,1h 45m,12,76
24,Planeta dos Macacos: A Origem,5/25/2024,2011,1h 45m,12,76
24,Planeta dos Macacos: A Origem,5/26/2024,2011,1h 45m,12,76
50,Planeta dos Macacos: A Origem,5/29/2024,2011,1h 45m,12,76
50,Planeta dos Macacos: A Origem,5/30/2024,2011,1h 45m,12,76
88,Triângulo da Tristeza,5/6/2024,2022,2h 27m,14,73
88,Triângulo da Tristeza,5/7/2024,2022,2h 27m,14,73
88,Triângulo da Tristeza,5/8/2024,2022,2h 27m,14,73
88,Triângulo da Tristeza,5/9/2024,2022,2h 27m,14,73
88,Triângulo da Tristeza,5/11/2024,2022,2h 27m,14,73
89,Planeta dos Macacos: O Confronto,5/6/2024,2014,2h 10m,14,76
89,Planeta dos Macacos: O Confronto,5/7/2024,2014,2h 10m,14,76
89,Planeta dos Macacos: O Confronto,5/8/2024,2014,2h 10m,14,76
89,Planeta dos Macacos: O Confronto,5/9/2024,2014,2h 10m,14,76
89,Planeta dos Macacos: O Confronto,5/11/2024,2014,2h 10m,14,76
36,Planeta dos Macacos: O Confronto,5/13/2024,2014,2h 10m,14,76
36,Planeta dos Macacos: O Confronto,5/14/2024,2014,2h 10m,14,76
